timestamp,date,tod,r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st
1576492039,2019-12-16,11:27:19,1,0,0,1654,288,1344,0,0,0,20,891,730,24,2,74,0,0
1576492040,2019-12-16,11:27:20,2,0,0,1645,288,1344,0,0,0,300,975,777,30,2,68,0,0
1576492041,2019-12-16,11:27:21,1,0,0,1653,288,1344,0,0,0,116,847,719,27,0,73,0,0
1576492042,2019-12-16,11:27:22,1,0,0,1687,288,1344,0,0,0,376,355,526,4,1,96,0,0
1576492043,2019-12-16,11:27:23,1,0,0,1672,288,1344,0,0,0,20,992,911,19,3,78,0,0
1576492044,2019-12-16,11:27:24,1,0,0,1651,288,1344,0,0,0,20,935,756,23,3,74,0,0
1576492045,2019-12-16,11:27:25,1,0,0,1652,288,1344,0,0,0,440,904,905,26,2,72,0,0
1576492046,2019-12-16,11:27:26,1,0,0,1650,288,1344,0,0,0,92,799,642,25,1,74,0,0
1576492047,2019-12-16,11:27:27,0,0,0,1686,288,1344,0,0,0,540,547,622,11,1,89,0,0
1576492048,2019-12-16,11:27:28,0,0,0,1686,288,1344,0,0,0,20,179,356,1,1,99,0,0
1576492049,2019-12-16,11:27:29,1,0,0,1676,288,1344,0,0,0,20,925,1029,16,3,81,0,0
1576492050,2019-12-16,11:27:30,2,0,0,1645,288,1344,0,0,0,232,1114,883,25,7,68,0,0
1576492051,2019-12-16,11:27:31,1,0,0,1649,288,1344,0,0,0,72,994,825,27,2,71,0,0
1576492052,2019-12-16,11:27:32,1,0,0,1648,288,1344,0,0,0,412,816,712,26,1,73,0,0
1576492053,2019-12-16,11:27:33,0,0,0,1687,288,1344,0,0,0,96,616,746,14,2,85,0,0
1576492054,2019-12-16,11:27:34,1,0,0,1682,288,1345,0,0,0,20,5451,806,14,4,82,0,0
1576492055,2019-12-16,11:27:35,1,0,0,1659,288,1345,0,0,0,144,907,876,21,5,74,0,0
1576492056,2019-12-16,11:27:36,1,0,0,1649,288,1345,0,0,0,44,814,739,24,1,74,0,0
1576492057,2019-12-16,11:27:37,1,0,0,1649,288,1345,0,0,0,424,781,643,26,1,74,0,0
1576492058,2019-12-16,11:27:38,0,0,0,1684,288,1345,0,0,0,120,702,659,18,1,81,0,0
1576492059,2019-12-16,11:27:39,1,0,0,1680,288,1345,0,0,0,20,567,627,11,1,88,0,0
1576492060,2019-12-16,11:27:40,2,0,0,1650,288,1345,0,0,0,204,1074,962,27,5,68,0,0
1576492061,2019-12-16,11:27:41,1,0,0,1649,288,1345,0,0,0,20,839,653,25,2,73,0,0
1576492062,2019-12-16,11:27:42,1,0,0,1691,288,1345,0,0,0,388,1034,1022,29,2,69,0,0
1576492063,2019-12-16,11:27:43,0,0,0,1727,288,1345,0,0,0,120,835,759,25,1,74,0,0
1576492064,2019-12-16,11:27:44,1,0,0,1722,288,1345,0,0,0,20,662,676,9,2,90,0,0
1576492065,2019-12-16,11:27:45,1,0,0,1698,288,1346,0,0,0,20,1022,889,22,5,74,0,0
1576492066,2019-12-16,11:27:46,1,0,0,1687,288,1346,0,0,0,20,908,760,25,2,74,0,0
1576492067,2019-12-16,11:27:47,1,0,0,1685,288,1346,0,0,0,620,912,778,25,1,74,0,0
1576492068,2019-12-16,11:27:48,0,0,0,1720,288,1346,0,0,0,120,878,695,25,1,74,0,0
1576492069,2019-12-16,11:27:49,0,0,0,1721,288,1346,0,0,0,20,261,521,1,1,98,0,0
1576492070,2019-12-16,11:27:50,2,0,0,1710,288,1346,0,0,0,188,665,608,10,2,87,0,0
1576492071,2019-12-16,11:27:51,1,0,0,1695,288,1346,0,0,0,20,1059,934,23,5,72,0,0
1576492072,2019-12-16,11:27:52,1,0,0,1682,288,1346,0,0,0,548,847,756,24,2,74,0,0
1576492073,2019-12-16,11:27:53,1,0,0,1679,288,1346,0,0,0,116,911,805,28,1,71,0,0
1576492074,2019-12-16,11:27:54,1,0,0,1716,288,1346,0,0,0,116,881,775,26,1,73,0,0
1576492075,2019-12-16,11:27:55,0,0,0,1718,288,1346,0,0,0,164,328,497,3,1,96,0,0
1576492076,2019-12-16,11:27:56,1,0,0,1698,288,1346,0,0,0,20,1053,978,22,4,74,0,0
1576492077,2019-12-16,11:27:57,1,0,0,1682,288,1346,0,0,0,376,1027,926,23,4,74,0,0
1576492078,2019-12-16,11:27:58,2,0,0,1661,288,1347,0,0,0,96,1585,1037,44,3,53,0,0
1576492079,2019-12-16,11:27:59,2,0,0,1640,288,1347,0,0,0,92,1451,840,47,3,49,0,0
1576492080,2019-12-16,11:28:00,2,0,0,1664,288,1347,0,0,0,332,1316,986,39,2,59,0,0
1576492081,2019-12-16,11:28:01,2,0,0,1664,288,1347,0,0,0,88,1464,1035,38,3,59,0,0
1576492082,2019-12-16,11:28:02,1,0,0,1675,288,1347,0,0,0,544,1322,983,34,5,61,0,0
1576492083,2019-12-16,11:28:03,2,0,0,1663,288,1347,0,0,0,24,1301,1224,35,3,63,0,0
1576492084,2019-12-16,11:28:04,2,0,0,1639,288,1348,0,0,0,112,1508,965,46,5,49,0,0
1576492085,2019-12-16,11:28:05,2,0,0,1666,288,1348,0,0,0,252,1498,1080,46,2,53,0,0
1576492086,2019-12-16,11:28:06,1,0,0,1662,288,1348,0,0,0,100,880,710,26,1,73,0,0
1576492087,2019-12-16,11:28:07,1,0,0,1700,288,1348,0,0,0,444,1003,878,25,2,73,0,0
1576492088,2019-12-16,11:28:08,1,0,0,1692,288,1348,0,0,0,20,1483,940,22,2,76,0,0
1576492089,2019-12-16,11:28:09,2,0,0,1653,288,1348,0,0,0,20,1691,1125,45,7,48,0,0
1576492090,2019-12-16,11:28:10,3,0,0,1622,288,1348,0,0,0,240,1807,1223,59,5,37,0,0
1576492091,2019-12-16,11:28:11,2,0,0,1631,288,1348,0,0,0,164,1519,940,50,2,48,0,0
1576492092,2019-12-16,11:28:12,1,0,0,1663,288,1348,0,0,0,504,1430,837,48,2,50,0,0
1576492093,2019-12-16,11:28:13,0,0,0,1698,288,1348,0,0,0,72,564,701,11,1,87,0,0
1576492094,2019-12-16,11:28:14,1,0,0,1683,288,1348,0,0,0,20,746,734,14,3,83,0,0
1576492095,2019-12-16,11:28:15,1,0,0,1663,288,1349,0,0,0,144,950,938,22,4,74,0,0
1576492096,2019-12-16,11:28:16,1,0,0,1657,288,1349,0,0,0,68,1043,939,32,1,67,0,0
1576492097,2019-12-16,11:28:17,1,0,0,1654,288,1349,0,0,0,396,888,729,27,2,71,0,0
1576492098,2019-12-16,11:28:18,0,0,0,1689,288,1349,0,0,0,116,655,610,16,1,83,0,0
1576492099,2019-12-16,11:28:19,1,0,0,1680,288,1349,0,0,0,20,703,803,11,3,86,0,0
