response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
30.0001,0.0694,0.0000,0.0000,14.5864,15.3443,200,750.4048
30.0003,0.0590,0.0000,0.0000,4.6787,25.2626,200,780.4038
30.0002,0.0587,0.0000,0.0000,5.6797,24.2618,200,780.4040
30.0002,0.0584,0.0000,0.0000,1.1999,28.7418,200,780.4042
30.0001,0.0590,0.0000,0.0000,1.6720,28.2691,200,780.4043
30.0001,0.0599,0.0000,0.0000,18.6926,11.2476,200,780.4043
30.0001,0.0599,0.0000,0.0000,17.6918,12.2484,200,780.4045
30.0001,0.0590,0.0000,0.0000,9.6854,20.2557,200,780.4046
30.0003,0.0589,0.0000,0.0000,8.6816,21.2597,200,780.4046
30.0002,0.0590,0.0000,0.0000,10.6850,19.2562,200,780.4049
30.0003,0.0600,0.0000,0.0000,14.6877,15.2526,200,780.4048
30.0003,0.0601,0.0000,0.0000,4.8445,25.0956,200,810.4041
30.0005,0.0609,0.0000,0.0000,3.8403,26.0993,200,810.4042
30.0009,0.0621,0.0000,0.0000,11.8517,18.0871,200,810.4044
30.0007,0.0613,0.0000,0.0000,6.8468,23.0925,200,810.4047
30.0010,0.0623,0.0000,0.0000,18.8644,11.0743,200,810.4044
30.0009,0.0621,0.0000,0.0000,19.8649,10.0738,200,810.4046
30.0013,0.0620,0.0000,0.0000,17.8600,12.0792,200,810.4043
30.0008,0.0621,0.0000,0.0000,12.8520,17.0867,200,810.4048
30.0010,0.0622,0.0000,0.0000,5.8417,24.0970,200,810.4051
30.0010,0.0621,0.0000,0.0000,9.8518,20.0870,200,810.4051
30.0002,0.0622,0.0000,0.0000,6.7757,23.1622,200,840.4044
30.0001,0.0617,0.0000,0.0000,3.7747,26.1636,200,840.4047
30.0000,0.0617,0.0000,0.0000,7.7804,22.1579,200,840.4054
30.0001,0.0616,0.0000,0.0000,2.7741,27.1644,200,840.4054
30.0002,0.0620,0.0000,0.0000,9.7809,20.1573,200,840.4054
30.0001,0.0620,0.0000,0.0000,8.7816,21.1564,200,840.4055
30.0002,0.0620,0.0000,0.0000,12.7917,17.1465,200,840.4056
30.0002,0.0622,0.0000,0.0000,11.7905,18.1475,200,840.4057
30.0001,0.0619,0.0000,0.0000,10.7852,19.1529,200,840.4060
30.0001,0.0618,0.0000,0.0000,13.7881,16.1502,200,840.4060
30.0001,0.0597,0.0000,0.0000,1.5442,28.3961,200,870.4045
30.0001,0.0595,0.0000,0.0000,5.5486,24.3919,200,870.4048
30.0001,0.0603,0.0000,0.0000,4.5474,25.3924,200,870.4055
30.0001,0.0601,0.0000,0.0000,1.0500,28.8900,200,870.4055
30.0002,0.0613,0.0000,0.0000,13.5573,16.3815,200,870.4056
30.0002,0.0624,0.0000,0.0000,18.5717,11.3660,200,870.4056
30.0001,0.0622,0.0000,0.0000,16.5614,13.3765,200,870.4058
30.0001,0.0607,0.0000,0.0000,19.5678,10.3716,200,870.4059
30.0001,0.0618,0.0000,0.0000,15.5606,14.3777,200,870.4061
30.0001,0.0601,0.0000,0.0000,9.5519,20.3880,200,870.4062
30.0004,0.0601,0.0000,0.0000,1.0748,28.8654,200,900.4047
30.0003,0.0599,0.0000,0.0001,3.7925,26.1478,200,900.4049
30.0001,0.0611,0.0000,0.0000,7.8017,22.1373,200,900.4056
30.0001,0.0611,0.0000,0.0000,4.7986,25.1403,200,900.4058
30.0001,0.0605,0.0000,0.0000,16.8102,13.1294,200,900.4058
30.0004,0.0603,0.0000,0.0000,9.8018,20.1382,200,900.4056
30.0001,0.0626,0.0000,0.0000,14.8051,15.1324,200,900.4059
30.0001,0.0625,0.0000,0.0000,12.8062,17.1314,200,900.4060
30.0001,0.0614,0.0000,0.0000,6.7958,23.1429,200,900.4062
30.0001,0.0626,0.0000,0.0000,15.8041,14.1334,200,900.4063
30.0001,0.0633,0.0000,0.0000,16.5831,13.3536,200,930.4064
30.0016,0.0616,0.0000,0.0000,3.5667,26.3733,200,930.4053
30.0006,0.0644,0.0000,0.0000,15.5771,14.3590,200,930.4063
30.0010,0.0640,0.0000,0.0000,10.5765,19.3605,200,930.4060
30.0011,0.0621,0.0000,0.0000,1.5658,28.3732,200,930.4059
30.0012,0.0642,0.0000,0.0000,19.5827,10.3543,200,930.4059
30.0022,0.0613,0.0000,0.0000,7.5791,22.3616,200,930.4050
30.0011,0.0635,0.0000,0.0000,9.5727,20.3649,200,930.4061
